ID	Coyote	Fox	Site	Block	Year	WolfPresent	EdgeDistance	Zone	Coyote:FoxRatio	Fox:CoyoteRatio	CoyotePrice	FoxPrice
295	3	7	Manitoba	GodsLake	2003	Wolf	304.55	Wolf	0.02	64.33	49	29
296	8	10	Manitoba	GrandRapids	2003	Wolf	8.64	Transition	0.63	1.58	49	29
297	15	21	Manitoba	Gypsumville	2003	Wolf	25.99	Transition	1.40	0.71	49	29
298	3	9	Manitoba	HoleRiver	2003	Wolf	42.44	Transition	0.28	3.52	49	29
299	23	50	Manitoba	IndianLake	2003	Wolf	410.77	Wolf	0.07	15.13	49	29
300	0	5	Manitoba	IslandLake	2003	Wolf	200.28	Wolf	na	na	49	29
301	0	13	Manitoba	Limestone	2003	Wolf	473.39	Wolf	0.02	52.20	49	29
302	0	0	Manitoba	MooseLake	2003	Wolf	60.21	Transition	1.06	0.95	49	29
303	0	16	Manitoba	NelsonHouse	2003	Wolf	253.62	Wolf	0.05	19.94	49	29
304	2	34	Manitoba	NorwayHouse	2003	Wolf	52.77	Transition	0.11	9.15	49	29
305	0	10	Manitoba	OxfordLake	2003	Wolf	252.68	Wolf	na	na	49	29
306	0	0	Manitoba	Pauingassi	2003	Wolf	111.45	Wolf	0.22	4.50	49	29
307	0	20	Manitoba	Pikwitonei	2003	Wolf	224.26	Wolf	0.03	32.00	49	29
308	0	1	Manitoba	PoplarRiver	2003	Wolf	69.81	Transition	0.23	4.36	49	29
309	75	17	Manitoba	Porcupine	2003	Wolf	58.42	Transition	4.58	0.22	49	29
310	32	69	Manitoba	Pukatawagan	2003	Wolf	309.06	Wolf	0.17	5.83	49	29
311	0	1	Manitoba	Shamattawa	2003	Wolf	488.67	Wolf	0.03	34.00	49	29
312	2	20	Manitoba	Sherridon	2003	Wolf	223.31	Wolf	0.12	8.39	49	29
313	7	0	Manitoba	Skownan	2003	Wolf	49.33	Transition	2.70	0.37	49	29
314	7797	1806	Manitoba	SouthernZone	2003	NoWolf	na	NoWolf	3.92	0.25	49	29
315	0	78	Manitoba	SplitLake	2003	Wolf	367.34	Wolf	0.01	86.00	49	29
316	1	12	Manitoba	ThicketPortage	2003	Wolf	178.82	Wolf	0.11	9.27	49	29
317	49	10	Manitoba	TurtleMountain	2003	NoWolf	166.72	NoWolf	4.98	0.20	49	29
318	2	13	Manitoba	Wabowden	2003	Wolf	132.22	Wolf	0.03	30.17	49	29
319	0	0	Manitoba	Watheren	2003	Wolf	5.60	Transition	3.03	0.33	49	29
320	3	15	Manitoba	Whiteshell	2003	Wolf	74.95	Transition	0.09	10.82	49	29
321	0	0	Manitoba	Bloodvein	2004	Wolf	31.90	Transition	0.31	3.18	34	25
322	5	14	Manitoba	Bonnet	2004	Wolf	51.90	Transition	0.28	3.54	34	25
323	2	7	Manitoba	BreensRiver	2004	Wolf	40.32	Transition	0.58	1.72	34	25
324	1	34	Manitoba	Brochet	2004	Wolf	506.95	Wolf	0.01	199.50	34	25
325	12	35	Manitoba	Bullhead	2004	NoWolf	18.68	NoWolf	0.51	1.95	34	25
326	25	15	Manitoba	Camperduck	2004	Wolf	55.99	Transition	1.46	0.69	34	25
327	0	69	Manitoba	Churchill	2004	Wolf	538.98	Wolf	0.00	517.00	34	25
328	8	7	Manitoba	Cormorant	2004	Wolf	115.50	Wolf	0.27	3.72	34	25
329	6	16	Manitoba	Cranberry	2004	Wolf	178.71	Wolf	0.50	2.01	34	25
330	4	85	Manitoba	CrossLake	2004	Wolf	116.73	Wolf	0.06	15.80	34	25
331	44	8	Manitoba	DeerShoal	2004	Wolf	104.39	Wolf	2.40	0.42	34	25
332	203	32	Manitoba	DuckMountain	2004	Wolf	37.65	Transition	5.25	0.19	34	25
333	8	13	Manitoba	Easterville	2004	Wolf	75.87	Transition	0.49	2.04	34	25
334	2	6	Manitoba	FlinFlon	2004	Wolf	226.00	Wolf	0.33	3.08	34	25
335	0	29	Manitoba	GodsLake	2004	Wolf	304.55	Wolf	0.02	64.33	34	25
336	6	9	Manitoba	GrandRapids	2004	Wolf	8.64	Transition	0.63	1.58	34	25
337	11	4	Manitoba	Gypsumville	2004	Wolf	25.99	Transition	1.40	0.71	34	25
338	6	14	Manitoba	HoleRiver	2004	Wolf	42.44	Transition	0.28	3.52	34	25
339	0	49	Manitoba	IndianLake	2004	Wolf	410.77	Wolf	0.07	15.13	34	25
340	0	24	Manitoba	IslandLake	2004	Wolf	200.28	Wolf	na	na	34	25
341	1	22	Manitoba	Limestone	2004	Wolf	473.39	Wolf	0.02	52.20	34	25
342	0	1	Manitoba	MooseLake	2004	Wolf	60.21	Transition	1.06	0.95	34	25
343	2	38	Manitoba	NelsonHouse	2004	Wolf	253.62	Wolf	0.05	19.94	34	25
344	3	57	Manitoba	NorwayHouse	2004	Wolf	52.77	Transition	0.11	9.15	34	25
345	0	14	Manitoba	OxfordLake	2004	Wolf	252.68	Wolf	na	na	34	25
346	0	0	Manitoba	Pauingassi	2004	Wolf	111.45	Wolf	0.22	4.50	34	25
347	1	20	Manitoba	Pikwitonei	2004	Wolf	224.26	Wolf	0.03	32.00	34	25
348	0	20	Manitoba	PoplarRiver	2004	Wolf	69.81	Transition	0.23	4.36	34	25
349	52	17	Manitoba	Porcupine	2004	Wolf	58.42	Transition	4.58	0.22	34	25
350	0	32	Manitoba	Pukatawagan	2004	Wolf	309.06	Wolf	0.17	5.83	34	25
351	0	40	Manitoba	Shamattawa	2004	Wolf	488.67	Wolf	0.03	34.00	34	25
352	3	17	Manitoba	Sherridon	2004	Wolf	223.31	Wolf	0.12	8.39	34	25
353	4	0	Manitoba	Skownan	2004	Wolf	49.33	Transition	2.70	0.37	34	25
354	7055	1408	Manitoba	SouthernZone	2004	NoWolf	na	NoWolf	3.92	0.25	34	25
355	1	131	Manitoba	SplitLake	2004	Wolf	367.34	Wolf	0.01	86.00	34	25
356	1	30	Manitoba	ThicketPortage	2004	Wolf	178.82	Wolf	0.11	9.27	34	25
357	57	18	Manitoba	TurtleMountain	2004	NoWolf	166.72	NoWolf	4.98	0.20	34	25
358	1	25	Manitoba	Wabowden	2004	Wolf	132.22	Wolf	0.03	30.17	34	25
359	0	0	Manitoba	Watheren	2004	Wolf	5.60	Transition	3.03	0.33	34	25
360	5	21	Manitoba	Whiteshell	2004	Wolf	74.95	Transition	0.09	10.82	34	25
361	1	0	Manitoba	Bloodvein	2005	Wolf	31.90	Transition	0.31	3.18	39	26
362	7	27	Manitoba	Bonnet	2005	Wolf	51.90	Transition	0.28	3.54	39	26
363	0	0	Manitoba	BreensRiver	2005	Wolf	40.32	Transition	0.58	1.72	39	26
364	0	7	Manitoba	Brochet	2005	Wolf	506.95	Wolf	0.01	199.50	39	26
365	13	9	Manitoba	Bullhead	2005	NoWolf	18.68	NoWolf	0.51	1.95	39	26
366	6	4	Manitoba	Camperduck	2005	Wolf	55.99	Transition	1.46	0.69	39	26
367	0	15	Manitoba	Churchill	2005	Wolf	538.98	Wolf	0.00	517.00	39	26
368	9	10	Manitoba	Cormorant	2005	Wolf	115.50	Wolf	0.27	3.72	39	26
369	5	13	Manitoba	Cranberry	2005	Wolf	178.71	Wolf	0.50	2.01	39	26
370	6	30	Manitoba	CrossLake	2005	Wolf	116.73	Wolf	0.06	15.80	39	26
371	21	1	Manitoba	DeerShoal	2005	Wolf	104.39	Wolf	2.40	0.42	39	26
372	107	25	Manitoba	DuckMountain	2005	Wolf	37.65	Transition	5.25	0.19	39	26
373	2	14	Manitoba	Easterville	2005	Wolf	75.87	Transition	0.49	2.04	39	26
374	0	5	Manitoba	FlinFlon	2005	Wolf	226.00	Wolf	0.33	3.08	39	26
375	0	7	Manitoba	GodsLake	2005	Wolf	304.55	Wolf	0.02	64.33	39	26
376	1	0	Manitoba	GrandRapids	2005	Wolf	8.64	Transition	0.63	1.58	39	26
377	11	3	Manitoba	Gypsumville	2005	Wolf	25.99	Transition	1.40	0.71	39	26
378	0	4	Manitoba	HoleRiver	2005	Wolf	42.44	Transition	0.28	3.52	39	26
379	0	9	Manitoba	IndianLake	2005	Wolf	410.77	Wolf	0.07	15.13	39	26
380	0	3	Manitoba	IslandLake	2005	Wolf	200.28	Wolf	na	na	39	26
381	0	12	Manitoba	Limestone	2005	Wolf	473.39	Wolf	0.02	52.20	39	26
382	3	0	Manitoba	MooseLake	2005	Wolf	60.21	Transition	1.06	0.95	39	26
383	2	12	Manitoba	NelsonHouse	2005	Wolf	253.62	Wolf	0.05	19.94	39	26
384	3	23	Manitoba	NorwayHouse	2005	Wolf	52.77	Transition	0.11	9.15	39	26
385	0	2	Manitoba	OxfordLake	2005	Wolf	252.68	Wolf	na	na	39	26
386	0	0	Manitoba	Pauingassi	2005	Wolf	111.45	Wolf	0.22	4.50	39	26
387	0	8	Manitoba	Pikwitonei	2005	Wolf	224.26	Wolf	0.03	32.00	39	26
388	0	0	Manitoba	PoplarRiver	2005	Wolf	69.81	Transition	0.23	4.36	39	26
389	64	13	Manitoba	Porcupine	2005	Wolf	58.42	Transition	4.58	0.22	39	26
390	4	14	Manitoba	Pukatawagan	2005	Wolf	309.06	Wolf	0.17	5.83	39	26
391	0	1	Manitoba	Shamattawa	2005	Wolf	488.67	Wolf	0.03	34.00	39	26
392	4	16	Manitoba	Sherridon	2005	Wolf	223.31	Wolf	0.12	8.39	39	26
393	4	0	Manitoba	Skownan	2005	Wolf	49.33	Transition	2.70	0.37	39	26
394	5663	1370	Manitoba	SouthernZone	2005	NoWolf	na	NoWolf	3.92	0.25	39	26
395	4	75	Manitoba	SplitLake	2005	Wolf	367.34	Wolf	0.01	86.00	39	26
396	3	24	Manitoba	ThicketPortage	2005	Wolf	178.82	Wolf	0.11	9.27	39	26
397	44	3	Manitoba	TurtleMountain	2005	NoWolf	166.72	NoWolf	4.98	0.20	39	26
398	0	7	Manitoba	Wabowden	2005	Wolf	132.22	Wolf	0.03	30.17	39	26
399	13	1	Manitoba	Watheren	2005	Wolf	5.60	Transition	3.03	0.33	39	26
400	0	26	Manitoba	Whiteshell	2005	Wolf	74.95	Transition	0.09	10.82	39	26
401	1	1	Manitoba	Bloodvein	2006	Wolf	31.90	Transition	0.31	3.18	48	27
402	7	10	Manitoba	Bonnet	2006	Wolf	51.90	Transition	0.28	3.54	48	27
403	50	3	Manitoba	BreensRiver	2006	Wolf	40.32	Transition	0.58	1.72	48	27
404	1	57	Manitoba	Brochet	2006	Wolf	506.95	Wolf	0.01	199.50	48	27
405	8	10	Manitoba	Bullhead	2006	NoWolf	18.68	NoWolf	0.51	1.95	48	27
406	38	12	Manitoba	Camperduck	2006	Wolf	55.99	Transition	1.46	0.69	48	27
407	0	33	Manitoba	Churchill	2006	Wolf	538.98	Wolf	0.00	517.00	48	27
408	4	8	Manitoba	Cormorant	2006	Wolf	115.50	Wolf	0.27	3.72	48	27
409	17	9	Manitoba	Cranberry	2006	Wolf	178.71	Wolf	0.50	2.01	48	27
410	0	26	Manitoba	CrossLake	2006	Wolf	116.73	Wolf	0.06	15.80	48	27
411	12	11	Manitoba	DeerShoal	2006	Wolf	104.39	Wolf	2.40	0.42	48	27
412	332	67	Manitoba	DuckMountain	2006	Wolf	37.65	Transition	5.25	0.19	48	27
413	8	14	Manitoba	Easterville	2006	Wolf	75.87	Transition	0.49	2.04	48	27
414	6	5	Manitoba	FlinFlon	2006	Wolf	226.00	Wolf	0.33	3.08	48	27
415	0	1	Manitoba	GodsLake	2006	Wolf	304.55	Wolf	0.02	64.33	48	27
416	1	3	Manitoba	GrandRapids	2006	Wolf	8.64	Transition	0.63	1.58	48	27
417	23	7	Manitoba	Gypsumville	2006	Wolf	25.99	Transition	1.40	0.71	48	27
418	5	13	Manitoba	HoleRiver	2006	Wolf	42.44	Transition	0.28	3.52	48	27
419	0	16	Manitoba	IndianLake	2006	Wolf	410.77	Wolf	0.07	15.13	48	27
420	0	4	Manitoba	IslandLake	2006	Wolf	200.28	Wolf	na	na	48	27
421	0	22	Manitoba	Limestone	2006	Wolf	473.39	Wolf	0.02	52.20	48	27
422	5	1	Manitoba	MooseLake	2006	Wolf	60.21	Transition	1.06	0.95	48	27
423	0	14	Manitoba	NelsonHouse	2006	Wolf	253.62	Wolf	0.05	19.94	48	27
424	5	29	Manitoba	NorwayHouse	2006	Wolf	52.77	Transition	0.11	9.15	48	27
425	0	2	Manitoba	OxfordLake	2006	Wolf	252.68	Wolf	na	na	48	27
426	0	0	Manitoba	Pauingassi	2006	Wolf	111.45	Wolf	0.22	4.50	48	27
427	2	7	Manitoba	Pikwitonei	2006	Wolf	224.26	Wolf	0.03	32.00	48	27
428	3	0	Manitoba	PoplarRiver	2006	Wolf	69.81	Transition	0.23	4.36	48	27
429	118	22	Manitoba	Porcupine	2006	Wolf	58.42	Transition	4.58	0.22	48	27
430	12	24	Manitoba	Pukatawagan	2006	Wolf	309.06	Wolf	0.17	5.83	48	27
431	0	8	Manitoba	Shamattawa	2006	Wolf	488.67	Wolf	0.03	34.00	48	27
432	4	15	Manitoba	Sherridon	2006	Wolf	223.31	Wolf	0.12	8.39	48	27
433	28	5	Manitoba	Skownan	2006	Wolf	49.33	Transition	2.70	0.37	48	27
434	9235	1644	Manitoba	SouthernZone	2006	NoWolf	na	NoWolf	3.92	0.25	48	27
435	0	40	Manitoba	SplitLake	2006	Wolf	367.34	Wolf	0.01	86.00	48	27
436	0	0	Manitoba	ThicketPortage	2006	Wolf	178.82	Wolf	0.11	9.27	48	27
437	36	4	Manitoba	TurtleMountain	2006	NoWolf	166.72	NoWolf	4.98	0.20	48	27
438	0	6	Manitoba	Wabowden	2006	Wolf	132.22	Wolf	0.03	30.17	48	27
439	18	1	Manitoba	Watheren	2006	Wolf	5.60	Transition	3.03	0.33	48	27
440	5	16	Manitoba	Whiteshell	2006	Wolf	74.95	Transition	0.09	10.82	48	27
441	1	11	Manitoba	Bloodvein	2007	Wolf	31.90	Transition	0.31	3.18	40	26
442	1	26	Manitoba	Bonnet	2007	Wolf	51.90	Transition	0.28	3.54	40	26
443	3	14	Manitoba	BreensRiver	2007	Wolf	40.32	Transition	0.58	1.72	40	26
444	0	8	Manitoba	Brochet	2007	Wolf	506.95	Wolf	0.01	199.50	40	26
445	11	23	Manitoba	Bullhead	2007	NoWolf	18.68	NoWolf	0.51	1.95	40	26
446	1	8	Manitoba	Camperduck	2007	Wolf	55.99	Transition	1.46	0.69	40	26
447	0	5	Manitoba	Churchill	2007	Wolf	538.98	Wolf	0.00	517.00	40	26
448	2	6	Manitoba	Cormorant	2007	Wolf	115.50	Wolf	0.27	3.72	40	26
449	10	13	Manitoba	Cranberry	2007	Wolf	178.71	Wolf	0.50	2.01	40	26
450	5	66	Manitoba	CrossLake	2007	Wolf	116.73	Wolf	0.06	15.80	40	26
451	37	14	Manitoba	DeerShoal	2007	Wolf	104.39	Wolf	2.40	0.42	40	26
452	243	27	Manitoba	DuckMountain	2007	Wolf	37.65	Transition	5.25	0.19	40	26
453	14	13	Manitoba	Easterville	2007	Wolf	75.87	Transition	0.49	2.04	40	26
454	9	21	Manitoba	FlinFlon	2007	Wolf	226.00	Wolf	0.33	3.08	40	26
455	0	2	Manitoba	GodsLake	2007	Wolf	304.55	Wolf	0.02	64.33	40	26
456	14	6	Manitoba	GrandRapids	2007	Wolf	8.64	Transition	0.63	1.58	40	26
457	1	12	Manitoba	Gypsumville	2007	Wolf	25.99	Transition	1.40	0.71	40	26
458	5	24	Manitoba	HoleRiver	2007	Wolf	42.44	Transition	0.28	3.52	40	26
459	0	6	Manitoba	IndianLake	2007	Wolf	410.77	Wolf	0.07	15.13	40	26
460	0	9	Manitoba	IslandLake	2007	Wolf	200.28	Wolf	na	na	40	26
461	4	21	Manitoba	Limestone	2007	Wolf	473.39	Wolf	0.02	52.20	40	26
462	3	6	Manitoba	MooseLake	2007	Wolf	60.21	Transition	1.06	0.95	40	26
463	1	4	Manitoba	NelsonHouse	2007	Wolf	253.62	Wolf	0.05	19.94	40	26
464	1	36	Manitoba	NorwayHouse	2007	Wolf	52.77	Transition	0.11	9.15	40	26
465	0	8	Manitoba	OxfordLake	2007	Wolf	252.68	Wolf	na	na	40	26
466	0	0	Manitoba	Pauingassi	2007	Wolf	111.45	Wolf	0.22	4.50	40	26
467	0	0	Manitoba	Pikwitonei	2007	Wolf	224.26	Wolf	0.03	32.00	40	26
468	0	0	Manitoba	PoplarRiver	2007	Wolf	69.81	Transition	0.23	4.36	40	26
469	82	15	Manitoba	Porcupine	2007	Wolf	58.42	Transition	4.58	0.22	40	26
470	0	17	Manitoba	Pukatawagan	2007	Wolf	309.06	Wolf	0.17	5.83	40	26
471	0	9	Manitoba	Shamattawa	2007	Wolf	488.67	Wolf	0.03	34.00	40	26
472	0	3	Manitoba	Sherridon	2007	Wolf	223.31	Wolf	0.12	8.39	40	26
473	14	10	Manitoba	Skownan	2007	Wolf	49.33	Transition	2.70	0.37	40	26
474	7677	1535	Manitoba	SouthernZone	2007	NoWolf	na	NoWolf	3.92	0.25	40	26
475	1	25	Manitoba	SplitLake	2007	Wolf	367.34	Wolf	0.01	86.00	40	26
476	0	0	Manitoba	ThicketPortage	2007	Wolf	178.82	Wolf	0.11	9.27	40	26
477	59	1	Manitoba	TurtleMountain	2007	NoWolf	166.72	NoWolf	4.98	0.20	40	26
478	0	6	Manitoba	Wabowden	2007	Wolf	132.22	Wolf	0.03	30.17	40	26
479	8	4	Manitoba	Watheren	2007	Wolf	5.60	Transition	3.03	0.33	40	26
480	2	37	Manitoba	Whiteshell	2007	Wolf	74.95	Transition	0.09	10.82	40	26
481	0	3	Manitoba	Bloodvein	2008	Wolf	31.90	Transition	0.31	3.18	21	23
482	24	22	Manitoba	Bonnet	2008	Wolf	51.90	Transition	0.28	3.54	21	23
483	0	6	Manitoba	BreensRiver	2008	Wolf	40.32	Transition	0.58	1.72	21	23
484	0	32	Manitoba	Brochet	2008	Wolf	506.95	Wolf	0.01	199.50	21	23
485	0	1	Manitoba	Bullhead	2008	NoWolf	18.68	NoWolf	0.51	1.95	21	23
486	11	12	Manitoba	Camperduck	2008	Wolf	55.99	Transition	1.46	0.69	21	23
487	1	32	Manitoba	Churchill	2008	Wolf	538.98	Wolf	0.00	517.00	21	23
488	0	4	Manitoba	Cormorant	2008	Wolf	115.50	Wolf	0.27	3.72	21	23
489	10	6	Manitoba	Cranberry	2008	Wolf	178.71	Wolf	0.50	2.01	21	23
490	11	49	Manitoba	CrossLake	2008	Wolf	116.73	Wolf	0.06	15.80	21	23
491	14	3	Manitoba	DeerShoal	2008	Wolf	104.39	Wolf	2.40	0.42	21	23
492	218	40	Manitoba	DuckMountain	2008	Wolf	37.65	Transition	5.25	0.19	21	23
493	4	21	Manitoba	Easterville	2008	Wolf	75.87	Transition	0.49	2.04	21	23
494	1	2	Manitoba	FlinFlon	2008	Wolf	226.00	Wolf	0.33	3.08	21	23
495	0	5	Manitoba	GodsLake	2008	Wolf	304.55	Wolf	0.02	64.33	21	23
496	4	9	Manitoba	GrandRapids	2008	Wolf	8.64	Transition	0.63	1.58	21	23
497	3	3	Manitoba	Gypsumville	2008	Wolf	25.99	Transition	1.40	0.71	21	23
498	0	12	Manitoba	HoleRiver	2008	Wolf	42.44	Transition	0.28	3.52	21	23
499	0	16	Manitoba	IndianLake	2008	Wolf	410.77	Wolf	0.07	15.13	21	23
500	0	12	Manitoba	IslandLake	2008	Wolf	200.28	Wolf	na	na	21	23
501	0	13	Manitoba	Limestone	2008	Wolf	473.39	Wolf	0.02	52.20	21	23
502	1	1	Manitoba	MooseLake	2008	Wolf	60.21	Transition	1.06	0.95	21	23
503	4	17	Manitoba	NelsonHouse	2008	Wolf	253.62	Wolf	0.05	19.94	21	23
504	5	19	Manitoba	NorwayHouse	2008	Wolf	52.77	Transition	0.11	9.15	21	23
505	0	1	Manitoba	OxfordLake	2008	Wolf	252.68	Wolf	na	na	21	23
506	0	0	Manitoba	Pauingassi	2008	Wolf	111.45	Wolf	0.22	4.50	21	23
507	0	12	Manitoba	Pikwitonei	2008	Wolf	224.26	Wolf	0.03	32.00	21	23
508	0	0	Manitoba	PoplarRiver	2008	Wolf	69.81	Transition	0.23	4.36	21	23
509	74	9	Manitoba	Porcupine	2008	Wolf	58.42	Transition	4.58	0.22	21	23
510	11	15	Manitoba	Pukatawagan	2008	Wolf	309.06	Wolf	0.17	5.83	21	23
511	7	16	Manitoba	Shamattawa	2008	Wolf	488.67	Wolf	0.03	34.00	21	23
512	4	8	Manitoba	Sherridon	2008	Wolf	223.31	Wolf	0.12	8.39	21	23
513	22	5	Manitoba	Skownan	2008	Wolf	49.33	Transition	2.70	0.37	21	23
514	6227	1369	Manitoba	SouthernZone	2008	NoWolf	na	NoWolf	3.92	0.25	21	23
515	0	49	Manitoba	SplitLake	2008	Wolf	367.34	Wolf	0.01	86.00	21	23
516	0	7	Manitoba	ThicketPortage	2008	Wolf	178.82	Wolf	0.11	9.27	21	23
517	5	1	Manitoba	TurtleMountain	2008	NoWolf	166.72	NoWolf	4.98	0.20	21	23
518	1	8	Manitoba	Wabowden	2008	Wolf	132.22	Wolf	0.03	30.17	21	23
519	9	2	Manitoba	Watheren	2008	Wolf	5.60	Transition	3.03	0.33	21	23
520	6	14	Manitoba	Whiteshell	2008	Wolf	74.95	Transition	0.09	10.82	21	23
521	0	1	Manitoba	Bloodvein	2009	Wolf	31.90	Transition	0.31	3.18	24	16
522	5	16	Manitoba	Bonnet	2009	Wolf	51.90	Transition	0.28	3.54	24	16
523	1	9	Manitoba	BreensRiver	2009	Wolf	40.32	Transition	0.58	1.72	24	16
524	0	34	Manitoba	Brochet	2009	Wolf	506.95	Wolf	0.01	199.50	24	16
525	6	13	Manitoba	Bullhead	2009	NoWolf	18.68	NoWolf	0.51	1.95	24	16
526	3	4	Manitoba	Camperduck	2009	Wolf	55.99	Transition	1.46	0.69	24	16
527	0	29	Manitoba	Churchill	2009	Wolf	538.98	Wolf	0.00	517.00	24	16
528	2	0	Manitoba	Cormorant	2009	Wolf	115.50	Wolf	0.27	3.72	24	16
529	8	6	Manitoba	Cranberry	2009	Wolf	178.71	Wolf	0.50	2.01	24	16
530	0	18	Manitoba	CrossLake	2009	Wolf	116.73	Wolf	0.06	15.80	24	16
531	3	2	Manitoba	DeerShoal	2009	Wolf	104.39	Wolf	2.40	0.42	24	16
532	268	46	Manitoba	DuckMountain	2009	Wolf	37.65	Transition	5.25	0.19	24	16
533	8	19	Manitoba	Easterville	2009	Wolf	75.87	Transition	0.49	2.04	24	16
534	8	7	Manitoba	FlinFlon	2009	Wolf	226.00	Wolf	0.33	3.08	24	16
535	0	5	Manitoba	GodsLake	2009	Wolf	304.55	Wolf	0.02	64.33	24	16
536	11	1	Manitoba	GrandRapids	2009	Wolf	8.64	Transition	0.63	1.58	24	16
537	6	4	Manitoba	Gypsumville	2009	Wolf	25.99	Transition	1.40	0.71	24	16
538	2	6	Manitoba	HoleRiver	2009	Wolf	42.44	Transition	0.28	3.52	24	16
539	0	13	Manitoba	IndianLake	2009	Wolf	410.77	Wolf	0.07	15.13	24	16
540	0	15	Manitoba	IslandLake	2009	Wolf	200.28	Wolf	na	na	24	16
541	0	20	Manitoba	Limestone	2009	Wolf	473.39	Wolf	0.02	52.20	24	16
542	0	0	Manitoba	MooseLake	2009	Wolf	60.21	Transition	1.06	0.95	24	16
543	0	18	Manitoba	NelsonHouse	2009	Wolf	253.62	Wolf	0.05	19.94	24	16
544	2	26	Manitoba	NorwayHouse	2009	Wolf	52.77	Transition	0.11	9.15	24	16
545	0	4	Manitoba	OxfordLake	2009	Wolf	252.68	Wolf	na	na	24	16
546	0	1	Manitoba	Pauingassi	2009	Wolf	111.45	Wolf	0.22	4.50	24	16
547	0	3	Manitoba	Pikwitonei	2009	Wolf	224.26	Wolf	0.03	32.00	24	16
548	0	0	Manitoba	PoplarRiver	2009	Wolf	69.81	Transition	0.23	4.36	24	16
549	53	6	Manitoba	Porcupine	2009	Wolf	58.42	Transition	4.58	0.22	24	16
550	0	2	Manitoba	Pukatawagan	2009	Wolf	309.06	Wolf	0.17	5.83	24	16
551	0	10	Manitoba	Shamattawa	2009	Wolf	488.67	Wolf	0.03	34.00	24	16
552	1	1	Manitoba	Sherridon	2009	Wolf	223.31	Wolf	0.12	8.39	24	16
553	22	7	Manitoba	Skownan	2009	Wolf	49.33	Transition	2.70	0.37	24	16
554	5116	983	Manitoba	SouthernZone	2009	NoWolf	na	NoWolf	3.92	0.25	24	16
555	1	32	Manitoba	SplitLake	2009	Wolf	367.34	Wolf	0.01	86.00	24	16
556	3	4	Manitoba	ThicketPortage	2009	Wolf	178.82	Wolf	0.11	9.27	24	16
557	28	2	Manitoba	TurtleMountain	2009	NoWolf	166.72	NoWolf	4.98	0.20	24	16
558	0	6	Manitoba	Wabowden	2009	Wolf	132.22	Wolf	0.03	30.17	24	16
559	0	0	Manitoba	Watheren	2009	Wolf	5.60	Transition	3.03	0.33	24	16
560	4	15	Manitoba	Whiteshell	2009	Wolf	74.95	Transition	0.09	10.82	24	16
561	0	0	Manitoba	Bloodvein	2010	Wolf	31.90	Transition	0.31	3.18	35	27
562	11	26	Manitoba	Bonnet	2010	Wolf	51.90	Transition	0.28	3.54	35	27
563	0	0	Manitoba	BreensRiver	2010	Wolf	40.32	Transition	0.58	1.72	35	27
564	0	37	Manitoba	Brochet	2010	Wolf	506.95	Wolf	0.01	199.50	35	27
565	1	16	Manitoba	Bullhead	2010	NoWolf	18.68	NoWolf	0.51	1.95	35	27
566	4	3	Manitoba	Camperduck	2010	Wolf	55.99	Transition	1.46	0.69	35	27
567	0	50	Manitoba	Churchill	2010	Wolf	538.98	Wolf	0.00	517.00	35	27
568	0	4	Manitoba	Cormorant	2010	Wolf	115.50	Wolf	0.27	3.72	35	27
569	5	3	Manitoba	Cranberry	2010	Wolf	178.71	Wolf	0.50	2.01	35	27
570	0	27	Manitoba	CrossLake	2010	Wolf	116.73	Wolf	0.06	15.80	35	27
571	36	3	Manitoba	DeerShoal	2010	Wolf	104.39	Wolf	2.40	0.42	35	27
572	257	30	Manitoba	DuckMountain	2010	Wolf	37.65	Transition	5.25	0.19	35	27
573	4	27	Manitoba	Easterville	2010	Wolf	75.87	Transition	0.49	2.04	35	27
574	3	15	Manitoba	FlinFlon	2010	Wolf	226.00	Wolf	0.33	3.08	35	27
575	0	3	Manitoba	GodsLake	2010	Wolf	304.55	Wolf	0.02	64.33	35	27
576	2	5	Manitoba	GrandRapids	2010	Wolf	8.64	Transition	0.63	1.58	35	27
577	0	0	Manitoba	Gypsumville	2010	Wolf	25.99	Transition	1.40	0.71	35	27
578	1	5	Manitoba	HoleRiver	2010	Wolf	42.44	Transition	0.28	3.52	35	27
579	0	10	Manitoba	IndianLake	2010	Wolf	410.77	Wolf	0.07	15.13	35	27
580	0	8	Manitoba	IslandLake	2010	Wolf	200.28	Wolf	na	na	35	27
581	0	8	Manitoba	Limestone	2010	Wolf	473.39	Wolf	0.02	52.20	35	27
582	2	0	Manitoba	MooseLake	2010	Wolf	60.21	Transition	1.06	0.95	35	27
583	0	8	Manitoba	NelsonHouse	2010	Wolf	253.62	Wolf	0.05	19.94	35	27
584	14	27	Manitoba	NorwayHouse	2010	Wolf	52.77	Transition	0.11	9.15	35	27
585	0	2	Manitoba	OxfordLake	2010	Wolf	252.68	Wolf	na	na	35	27
586	0	0	Manitoba	Pauingassi	2010	Wolf	111.45	Wolf	0.22	4.50	35	27
587	0	4	Manitoba	Pikwitonei	2010	Wolf	224.26	Wolf	0.03	32.00	35	27
588	0	0	Manitoba	PoplarRiver	2010	Wolf	69.81	Transition	0.23	4.36	35	27
589	26	6	Manitoba	Porcupine	2010	Wolf	58.42	Transition	4.58	0.22	35	27
